10:48:15.992 | decode | pos=77 | anchorsTried=80/220 | placed=77 | elapsedMs=8654
10:48:15.998 | decode | pos=77 | anchorsTried=160/220 | placed=77 | elapsedMs=8660
10:48:16.006 | decode | pos=78 | anchorsTried=80/220 | placed=78 | elapsedMs=8668
10:48:16.012 | decode | pos=78 | anchorsTried=160/220 | placed=78 | elapsedMs=8674
10:48:16.027 | decode | pos=79 | anchorsTried=80/220 | placed=79 | elapsedMs=8689
10:48:16.032 | decode | pos=79 | anchorsTried=160/220 | placed=79 | elapsedMs=8694
10:48:16.037 | decode | progress | pos=80/122 | placed=80 | elapsedMs=8699
10:48:16.041 | decode | pos=80 | anchorsTried=80/220 | placed=80 | elapsedMs=8703
10:48:16.047 | decode | pos=80 | anchorsTried=160/220 | placed=80 | elapsedMs=8709
10:48:16.057 | decode | pos=81 | anchorsTried=80/220 | placed=81 | elapsedMs=8719
10:48:16.065 | decode | pos=81 | anchorsTried=160/220 | placed=81 | elapsedMs=8727
10:48:16.074 | decode | pos=82 | anchorsTried=80/220 | placed=82 | elapsedMs=8736
10:48:16.080 | decode | pos=82 | anchorsTried=160/220 | placed=82 | elapsedMs=8742
10:48:16.086 | decode | pos=83 | anchorsTried=80/220 | placed=83 | elapsedMs=8748
10:48:16.096 | decode | pos=83 | anchorsTried=160/220 | placed=83 | elapsedMs=8758
10:48:16.105 | decode | pos=84 | anchorsTried=80/220 | placed=84 | elapsedMs=8767
10:48:16.111 | decode | pos=84 | anchorsTried=160/220 | placed=84 | elapsedMs=8773
10:48:16.115 | decode | progress | pos=85/122 | placed=85 | elapsedMs=8777
10:48:16.121 | decode | pos=85 | anchorsTried=80/220 | placed=85 | elapsedMs=8783
10:48:16.126 | decode | pos=85 | anchorsTried=160/220 | placed=85 | elapsedMs=8788
10:48:16.139 | decode | pos=86 | anchorsTried=80/220 | placed=86 | elapsedMs=8801
10:48:16.148 | decode | pos=86 | anchorsTried=160/220 | placed=86 | elapsedMs=8810
10:48:16.160 | decode | pos=87 | anchorsTried=80/220 | placed=87 | elapsedMs=8822
10:48:16.165 | decode | pos=87 | anchorsTried=160/220 | placed=87 | elapsedMs=8827
10:48:16.171 | decode | pos=88 | anchorsTried=80/220 | placed=87 | elapsedMs=8833
10:48:16.174 | decode | pos=88 | anchorsTried=160/220 | placed=87 | elapsedMs=8836
10:48:16.182 | decode | pos=89 | anchorsTried=80/220 | placed=87 | elapsedMs=8844
10:48:16.185 | decode | pos=89 | anchorsTried=160/220 | placed=87 | elapsedMs=8847
10:48:16.188 | decode | progress | pos=90/122 | placed=87 | elapsedMs=8850
10:48:16.192 | decode | pos=90 | anchorsTried=80/220 | placed=87 | elapsedMs=8854
10:48:16.198 | decode | pos=90 | anchorsTried=160/220 | placed=87 | elapsedMs=8860
10:48:16.208 | decode | pos=91 | anchorsTried=80/220 | placed=88 | elapsedMs=8870
10:48:16.213 | decode | pos=91 | anchorsTried=160/220 | placed=88 | elapsedMs=8875
10:48:16.225 | decode | pos=92 | anchorsTried=80/220 | placed=88 | elapsedMs=8887
10:48:16.236 | decode | pos=92 | anchorsTried=160/220 | placed=88 | elapsedMs=8898
10:48:16.254 | decode | pos=93 | anchorsTried=80/220 | placed=89 | elapsedMs=8916
10:48:16.269 | decode | pos=93 | anchorsTried=160/220 | placed=89 | elapsedMs=8931
10:48:16.284 | decode | pos=94 | anchorsTried=80/220 | placed=90 | elapsedMs=8946
10:48:16.290 | decode | pos=94 | anchorsTried=160/220 | placed=90 | elapsedMs=8952
10:48:16.294 | decode | progress | pos=95/122 | placed=91 | elapsedMs=8956
10:48:16.299 | decode | pos=95 | anchorsTried=80/220 | placed=91 | elapsedMs=8961
10:48:16.304 | decode | pos=95 | anchorsTried=160/220 | placed=91 | elapsedMs=8966
10:48:16.314 | decode | pos=96 | anchorsTried=80/220 | placed=91 | elapsedMs=8976
10:48:16.319 | decode | pos=96 | anchorsTried=160/220 | placed=91 | elapsedMs=8981
10:48:16.329 | decode | pos=97 | anchorsTried=80/220 | placed=91 | elapsedMs=8991
10:48:16.335 | decode | pos=97 | anchorsTried=160/220 | placed=91 | elapsedMs=8997
10:48:16.344 | decode | pos=98 | anchorsTried=80/220 | placed=91 | elapsedMs=9006
10:48:16.347 | decode | pos=98 | anchorsTried=160/220 | placed=91 | elapsedMs=9009
10:48:16.355 | decode | pos=99 | anchorsTried=80/220 | placed=92 | elapsedMs=9017
10:48:16.358 | decode | pos=99 | anchorsTried=160/220 | placed=92 | elapsedMs=9020
10:48:16.361 | decode | progress | pos=100/122 | placed=92 | elapsedMs=9023
10:48:16.365 | decode | pos=100 | anchorsTried=80/220 | placed=92 | elapsedMs=9027
10:48:16.370 | decode | pos=100 | anchorsTried=160/220 | placed=92 | elapsedMs=9032
10:48:16.377 | decode | pos=101 | anchorsTried=80/220 | placed=93 | elapsedMs=9039
10:48:16.380 | decode | pos=101 | anchorsTried=160/220 | placed=93 | elapsedMs=9042
10:48:16.386 | decode | pos=102 | anchorsTried=80/220 | placed=93 | elapsedMs=9048
10:48:16.389 | decode | pos=102 | anchorsTried=160/220 | placed=93 | elapsedMs=9051
10:48:16.396 | decode | pos=103 | anchorsTried=80/220 | placed=93 | elapsedMs=9058
10:48:16.399 | decode | pos=103 | anchorsTried=160/220 | placed=93 | elapsedMs=9061
10:48:16.406 | decode | pos=104 | anchorsTried=80/220 | placed=93 | elapsedMs=9068
10:48:16.410 | decode | pos=104 | anchorsTried=160/220 | placed=93 | elapsedMs=9072
10:48:16.412 | decode | progress | pos=105/122 | placed=93 | elapsedMs=9074
